index	label	hemisphere
65	Area_10r	bilateral
66	Area_47m	bilateral
67	Area_8Av	bilateral
68	Area_8Ad	bilateral
69	Area_9_Middle	bilateral
70	Area_8B_Lateral	bilateral
71	Area_9_Posterior	bilateral
72	Area_10d	bilateral
73	Area_8C	bilateral
74	Area_44	bilateral
75	Area_45	bilateral
76	Area_47L	bilateral
77	Area_anterior_47R	bilateral
78	Rostral_Area_6	bilateral
79	Area_IFJa	bilateral
80	Area_IFJp	bilateral
81	Area_IFSp	bilateral
82	Area_IFSa	bilateral
83	Area_posterior_9-46v	bilateral
84	Area_46	bilateral
85	Area_anterior_9-46v	bilateral
86	Area_9-46d	bilateral
87	Area_9_anterior	bilateral
88	Area_10v	bilateral
89	Area_anterior_10p	bilateral
90	Polar_10p	bilateral
91	Area_11	bilateral
92	Area_13	bilateral
93	Orbital_Frontal_Complex	bilateral
94	Area_47s	bilateral
95	Area_Lateral_IntraParietal_dorsal	bilateral
96	Area_6_anterior	bilateral
97	Inferior_6-8_Transitional_Area	bilateral
98	Superior_6-8_Transitional_Area	bilateral
99	Area_43	bilateral
100	Area_OP4/PV	bilateral
101	Area_OP1/SII	bilateral
102	Area_OP2-3/VS	bilateral
103	Area_52	bilateral
104	RetroInsular_Cortex	bilateral
105	Area_PFcm	bilateral
106	Posterior_Insular_Area_2	bilateral
107	Area_TA2	bilateral
108	Frontal_OPercular_Area_4	bilateral
109	Middle_Insular_Area	bilateral
110	Pirform_Cortex	bilateral
111	Anterior_Ventral_Insular_Area	bilateral
112	Anterior_Agranular_Insula_Complex	bilateral
113	Frontal_OPercular_Area_1	bilateral
114	Frontal_OPercular_Area_3	bilateral
115	Frontal_OPercular_Area_2	bilateral
116	Area_PFt	bilateral
117	Anterior_IntraParietal_Area	bilateral
118	Entorhinal_Cortex	bilateral
119	PreSubiculum	bilateral
120	Hippocampus	bilateral
121	ProStraite_Area	bilateral
122	Perirhinal_Ectorhinal_Cortex	bilateral
123	Area_STGa	bilateral
124	ParaBelt_Complex	bilateral
125	Auditory_5_Complex	bilateral
126	ParaHippocampal_Area_1	bilateral
127	ParaHippocampal_Area_3	bilateral
128	Area_STSd_Anterior	bilateral
129	Area_STSd_Posterior	bilateral
130	Area_STSv_Posterior	bilateral
131	Area_TG_Dorsal	bilateral
132	Area_TE1_Anterior	bilateral
133	Area_TE1_Posterior	bilateral
134	Area_TE2_Anterior	bilateral
135	Area_TF	bilateral
136	Area_TE2_Posterior	bilateral
137	Area_PHT	bilateral
138	Area_PH	bilateral
139	Area_TemporoParietoOccipital_Junction_1	bilateral
140	Area_TemporoParietoOccipital_Junction_2	bilateral
141	Area_TemporoParietoOccipital_Junction_3	bilateral
142	Dorsal_Transitional_Visual_Area	bilateral
143	Area_PGp	bilateral
144	Area_IntraParietal_2	bilateral
145	Area_IntraParietal_1	bilateral
146	Area_IntraParietal_0	bilateral
147	Area_PF_Opercular	bilateral
148	Area_PF_Complex	bilateral
149	Area_PFm_Complex	bilateral
150	Area_PGi	bilateral
151	Area_PGs	bilateral
152	Area_V6A	bilateral
153	VentroMedial_Visual_Area_1	bilateral
154	VentroMedial_Visual_Area_3	bilateral
155	ParaHippocampal_Area_2	bilateral
156	Area_V4t	bilateral
157	Area_FST	bilateral
158	Area_V3CD	bilateral
159	Area_Lateral_Occipital_3	bilateral
160	VentroMedial_Visual_Area_2	bilateral
161	Area_31pd	bilateral
162	Area_31a	bilateral
163	Ventral_Visual_Complex	bilateral
164	Area_25	bilateral
165	Area_s32	bilateral
166	Posterior_OFC_Complex	bilateral
167	Area_Posterior_Insular_1	bilateral
168	Insular_Granular_Complex	bilateral
169	Area_Frontal_Opercular_5	bilateral
170	Area_Posterior_10p	bilateral
171	Area_Posterior_47r	bilateral
172	Area_TG_ventral	bilateral
173	Medial_Belt_Complex	bilateral
174	Lateral_Belt_Complex	bilateral
175	Auditory_4_Complex	bilateral
176	Area_STSv_Anterior	bilateral
177	Area_TE1_Middle	bilateral
178	Para-Insular_Area	bilateral
179	Area_Anterior_32_Prime	bilateral
180	Area_Posterior_24	bilateral
