1,Primary_visual_cortex
2,Medial_superior_temporal_area
3,Sixth_Visual_Area
4,Second_Visual_Area
5,Third_Visual_Area
6,Forth_Visual_Area
7,Eighth_Visual_Area
8,Primary_Motor_Cortex
9,Primary_Sensory_Cortex
10,Frontal_Eye_Field
11,Premotor_Eye_Field
12,Area_55b
13,Area_V3A
14,RetroSplenial_Complex
15,Parieto-Occipital_Sulcus_Area_2
16,Seventh_Visual_Area
17,IntraParietal_Sulcus_Area_1
18,Fusiform_Face_Complex
19,Area_V3B
20,Lateral_Occipital_Area_1
21,Lateral_Occipital_Area_2
22,Posterior_InferoTemporal_Complex
23,Middle_Temporal_Area
24,Primary_Auditory_Cortex
25,PeriSylvian_Language_Area
26,Superior_Frontal_Language_Area
27,PreCuneus_Visual_Area
28,Superior_Temporal_Visual_Area
29,Medial_Area_7P
30,Area_7m
31,Parieto-Occipital_Sulcus_Area_1
32,Area_23d
33,Area_Ventral_23_a+b
34,Area_Dorsal_23_a+b
35,Area_31p_Ventral
36,Area_5m
37,Area_5m_ventral
38,Area_23c
39,Area_5L
40,Dorsal_Area_24d
41,Lateral_Area_7A
42,Supplementary_and_Cingulate_Eye_Field
43,Area_6m_Anterior
44,Medial_6m_anterior
45,Medial_Area_7A
46,Lateral_Area_7P
47,Area_7PC
48,Area_Lateral_IntraParietal_ventral
49,Ventral_IntraParietal_Complex
50,Medial_IntraParietal_Area
51,Area_1
52,Area_2
53,Area_3a
54,Dorsal_area_6
55,Area_6mp
56,Ventral_Area_6
57,Area_Posterior_24
58,Area_33_prime
59,Anterior_24_prime
60,Area_p32_prime
61,Area_a24
62,Area_dorsal_32
63,Area_8BM
64,Area_p32
65,Area_10r
66,Area_47m
67,Area_8Av
68,Area_8Ad
69,Area_9_Middle
70,Area_8B_Lateral
71,Area_9_Posterior
72,Area_10d
73,Area_8C
74,Area_44
75,Area_45
76,Area_47L
77,Area_anterior_47R
78,Rostral_Area_6
79,Area_IFJa
80,Area_IFJp
81,Area_IFSp
82,Area_IFSa
83,Area_posterior_9-46v
84,Area_46
85,Area_anterior_9-46v
86,Area_9-46d
87,Area_9_anterior
88,Area_10v
89,Area_anterior_10p
90,Polar_10p
91,Area_11
92,Area_13
93,Orbital_Frontal_Complex
94,Area_47s
95,Area_Lateral_IntraParietal_dorsal
96,Area_6_anterior
97,Inferior_6-8_Transitional_Area
98,Superior_6-8_Transitional_Area
99,Area_43
100,Area_OP4/PV
101,Area_OP1/SII
102,Area_OP2-3/VS
103,Area_52
104,RetroInsular_Cortex
105,Area_PFcm
106,Posterior_Insular_Area_2
107,Area_TA2
108,Frontal_OPercular_Area_4
109,Middle_Insular_Area
110,Pirform_Cortex
111,Anterior_Ventral_Insular_Area
112,Anterior_Agranular_Insula_Complex
113,Frontal_OPercular_Area_1
114,Frontal_OPercular_Area_3
115,Frontal_OPercular_Area_2
116,Area_PFt
117,Anterior_IntraParietal_Area
118,Entorhinal_Cortex
119,PreSubiculum
120,Hippocampus
121,ProStraite_Area
122,Perirhinal_Ectorhinal_Cortex
123,Area_STGa
124,ParaBelt_Complex
125,Auditory_5_Complex
126,ParaHippocampal_Area_1
127,ParaHippocampal_Area_3
128,Area_STSd_Anterior
129,Area_STSd_Posterior
130,Area_STSv_Posterior
131,Area_TG_Dorsal
132,Area_TE1_Anterior
133,Area_TE1_Posterior
134,Area_TE2_Anterior
135,Area_TF
136,Area_TE2_Posterior
137,Area_PHT
138,Area_PH
139,Area_TemporoParietoOccipital_Junction_1
140,Area_TemporoParietoOccipital_Junction_2
141,Area_TemporoParietoOccipital_Junction_3
142,Dorsal_Transitional_Visual_Area
143,Area_PGp
144,Area_IntraParietal_2
145,Area_IntraParietal_1
146,Area_IntraParietal_0
147,Area_PF_Opercular
148,Area_PF_Complex
149,Area_PFm_Complex
150,Area_PGi
151,Area_PGs
152,Area_V6A
153,VentroMedial_Visual_Area_1
154,VentroMedial_Visual_Area_3
155,ParaHippocampal_Area_2
156,Area_V4t
157,Area_FST
158,Area_V3CD
159,Area_Lateral_Occipital_3
160,VentroMedial_Visual_Area_2
161,Area_31pd
162,Area_31a
163,Ventral_Visual_Complex
164,Area_25
165,Area_s32
166,Posterior_OFC_Complex
167,Area_Posterior_Insular_1
168,Insular_Granular_Complex
169,Area_Frontal_Opercular_5
170,Area_Posterior_10p
171,Area_Posterior_47r
172,Area_TG_ventral
173,Medial_Belt_Complex
174,Lateral_Belt_Complex
175,Auditory_4_Complex
176,Area_STSv_Anterior
177,Area_TE1_Middle
178,Para-Insular_Area
179,Area_Anterior_32_Prime
180,Area_Posterior_24
