0,null
1,Frontal_Pole
2,Insular_Cortex
3,Superior_Frontal_Gyrus
4,Middle_Frontal_Gyrus
5,Inferior_Frontal_Gyrus_pars_triangularis
6,Inferior_Frontal_Gyrus_pars_opercularis
7,Subcallosal_Cortex
8,Temporal_Pole
9,Superior_Temporal_Gyrus_anterior_division
10,Superior_Temporal_Gyrus_posterior_division
11,Middle_Temporal_Gyrus_anterior_division
12,Middle_Temporal_Gyrus_posterior_division
13,Middle_Temporal_Gyrus_temporoocipital_part
14,Inferior_Temporal_Gyrus_anterior_division
15,Inferior_Temporal_Gyrus_posterior_division
16,Inferior_Temporal_Gyrus_temporoocipital_part
17,Postcentral_Gyrus
18,Superior_Parietal_Lobule
19,Supramarginal_Gyrus_anterior_division
20,Supramarginal_Gyrus_posterior_division
21,Angular_Gyrus
22,Lateral_Occipital_Cortex_superior_division
23,Lateral_Occipital_Cortex_inferior_division
24,Intracalcaring_Cortex
25,Frontal_Medial_Cortex
26,Justapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)
27,Subcallosal_Cortex
28,Paracingulate_Gyrus
29,Cingulate_Gyrus_anterior_division
30,Cingulate_Gyrus_posterior_division
31,Precuneous_Cortex
32,Cuneal_Cortex
33,Frontal_Orbital_Cortex
34,Parahippocampal_Gyrus_anterior_division
35,Parahippocampal_Gyrus_posterior_division
36,Lingual_Gyrus
37,Temporal_Fusiform_Cortex_anterior_division
38,Temporal_Fusiform_Cortex_posterior_division
39,Temporal_Occipital_Fusiform_Cortex
40,Occipital_Fusiform_Gyrus
41,Frontal_Operculum_Cortex
42,Central_Opercular_Cortex
43,Parietal_Operculum_Cortex
44,Planum_Polare
45,Heschl's_Gyrus_(includes_H1_and_H2)
46,Planum_Temporale
47,Supracalcarine_Cortex
48,Occipital_Pole
